candidate_id,job_id,label
cand_152,job_152,1
cand_153,job_153,1
cand_154,job_154,1
cand_155,job_155,1
cand_156,job_156,0
cand_157,job_157,1
cand_158,job_158,0
cand_159,job_159,0
cand_160,job_160,0
cand_161,job_161,0
cand_162,job_162,1
cand_163,job_163,0
cand_164,job_164,1
cand_165,job_165,0
cand_166,job_166,1
cand_167,job_167,0
cand_168,job_168,1
cand_169,job_169,0
cand_170,job_170,0
cand_171,job_171,1
cand_172,job_172,0
cand_173,job_173,1
cand_174,job_174,0
cand_175,job_175,0
cand_176,job_176,1
cand_177,job_177,1
cand_178,job_178,0
cand_179,job_179,0
cand_180,job_180,0
cand_181,job_181,0
cand_182,job_182,0
cand_183,job_183,0
cand_184,job_184,0
cand_185,job_185,1
cand_186,job_186,1
cand_187,job_187,1
cand_188,job_188,1
cand_189,job_189,0
cand_190,job_190,1
cand_191,job_191,0
cand_192,job_192,0
cand_193,job_193,0
cand_194,job_194,1
cand_195,job_195,0
cand_196,job_196,1
cand_197,job_197,1
cand_198,job_198,1
cand_199,job_199,1
cand_200,job_200,1
cand_201,job_201,1
cand_202,job_202,0
cand_203,job_203,1
cand_204,job_204,0
cand_205,job_205,0
cand_206,job_206,0
cand_207,job_207,0
cand_208,job_208,0
cand_209,job_209,0
cand_210,job_210,1
cand_211,job_211,0
cand_212,job_212,0
cand_213,job_213,0
cand_214,job_214,0
cand_215,job_215,0
cand_216,job_216,1
cand_217,job_217,1
cand_218,job_218,0
cand_219,job_219,0
cand_220,job_220,1
cand_221,job_221,1
cand_222,job_222,0
cand_223,job_223,1
cand_224,job_224,0
cand_225,job_225,0
cand_226,job_226,1
cand_227,job_227,0
cand_228,job_228,0
cand_229,job_229,0
cand_230,job_230,0
cand_231,job_231,0
cand_232,job_232,0
cand_233,job_233,0
cand_234,job_234,1
cand_235,job_235,0
cand_236,job_236,1
cand_237,job_237,1
cand_238,job_238,0
cand_239,job_239,1
cand_240,job_240,0
cand_241,job_241,1
cand_242,job_242,1
cand_243,job_243,1
cand_244,job_244,1
cand_245,job_245,0
cand_246,job_246,0
cand_247,job_247,0
cand_248,job_248,1
cand_249,job_249,0
cand_250,job_250,1
cand_251,job_251,1
cand_252,job_252,0
cand_253,job_253,0
cand_254,job_254,1
cand_255,job_255,0
cand_256,job_256,0
cand_257,job_257,1
cand_258,job_258,1
cand_259,job_259,1
cand_260,job_260,1
cand_261,job_261,0
cand_262,job_262,0
cand_263,job_263,0
cand_264,job_264,1
cand_265,job_265,0
cand_266,job_266,0
cand_267,job_267,0
cand_268,job_268,0
cand_269,job_269,1
cand_270,job_270,0
cand_271,job_271,1
cand_272,job_272,0
cand_273,job_273,0
cand_274,job_274,0
cand_275,job_275,0
cand_276,job_276,1
cand_277,job_277,0
cand_278,job_278,1
cand_279,job_279,1
cand_280,job_280,0
cand_281,job_281,0
cand_282,job_282,1
cand_283,job_283,0
cand_284,job_284,0
cand_285,job_285,0
cand_286,job_286,1
cand_287,job_287,0
cand_288,job_288,1
cand_289,job_289,0
cand_290,job_290,0
cand_291,job_291,1
cand_292,job_292,1
cand_293,job_293,0
cand_294,job_294,1
cand_295,job_295,1
cand_296,job_296,0
cand_297,job_297,0
cand_298,job_298,1
cand_299,job_299,0
cand_300,job_300,0
cand_301,job_301,0
cand_302,job_302,1
cand_303,job_303,0
cand_304,job_304,1
cand_305,job_305,0
cand_306,job_306,1
cand_307,job_307,1
cand_308,job_308,1
cand_309,job_309,0
cand_310,job_310,1
cand_311,job_311,1
cand_312,job_312,0
cand_313,job_313,0
cand_314,job_314,0
cand_315,job_315,0
cand_316,job_316,1
cand_317,job_317,1
cand_318,job_318,1
cand_319,job_319,1
cand_320,job_320,0
cand_321,job_321,0
cand_322,job_322,0
cand_323,job_323,0
cand_324,job_324,1
cand_325,job_325,0
cand_326,job_326,0
cand_327,job_327,0
cand_328,job_328,0
cand_329,job_329,1
cand_330,job_330,1
cand_331,job_331,1
cand_332,job_332,0
cand_333,job_333,0
cand_334,job_334,1
cand_335,job_335,1
cand_336,job_336,1
cand_337,job_337,0
cand_338,job_338,1
cand_339,job_339,0
cand_340,job_340,1
cand_341,job_341,1
cand_342,job_342,0
cand_343,job_343,0
cand_344,job_344,0
cand_345,job_345,0
cand_346,job_346,1
cand_347,job_347,1
cand_348,job_348,0
cand_349,job_349,1
cand_350,job_350,0
cand_351,job_351,1
cand_352,job_352,0
cand_353,job_353,0
cand_354,job_354,0
cand_355,job_355,1
cand_356,job_356,1
cand_357,job_357,1
cand_358,job_358,0
cand_359,job_359,1
cand_360,job_360,0
cand_361,job_361,1
cand_362,job_362,0
cand_363,job_363,1
cand_364,job_364,0
cand_365,job_365,1
cand_366,job_366,1
cand_367,job_367,0
cand_368,job_368,0
cand_369,job_369,0
cand_370,job_370,0
cand_371,job_371,0
cand_372,job_372,1
cand_373,job_373,0
cand_374,job_374,1
cand_375,job_375,1
cand_376,job_376,1
cand_377,job_377,1
cand_378,job_378,0
cand_379,job_379,1
cand_380,job_380,0
cand_381,job_381,0
cand_382,job_382,1
cand_383,job_383,1
cand_384,job_384,0
cand_385,job_385,0
cand_386,job_386,0
cand_387,job_387,0
cand_388,job_388,1
cand_389,job_389,0
cand_390,job_390,0
cand_391,job_391,1
cand_392,job_392,1
cand_393,job_393,0
cand_394,job_394,1
cand_395,job_395,0
cand_396,job_396,1
cand_397,job_397,0
cand_398,job_398,0
cand_399,job_399,0
cand_400,job_400,1
cand_401,job_401,0
cand_402,job_402,1
cand_403,job_403,1
cand_404,job_404,1
cand_405,job_405,1
cand_406,job_406,1
cand_407,job_407,0
cand_408,job_408,1
cand_409,job_409,0
cand_410,job_410,1
cand_411,job_411,1
cand_412,job_412,1
cand_413,job_413,0
cand_414,job_414,0
cand_415,job_415,0
cand_416,job_416,0
cand_417,job_417,1
cand_418,job_418,0
cand_419,job_419,1
cand_420,job_420,0
cand_421,job_421,1
cand_422,job_422,1
cand_423,job_423,1
cand_424,job_424,0
cand_425,job_425,1
cand_426,job_426,0
cand_427,job_427,0
cand_428,job_428,0
cand_429,job_429,0
cand_430,job_430,1
cand_431,job_431,0
cand_432,job_432,0
cand_433,job_433,1
cand_434,job_434,1
cand_435,job_435,1
cand_436,job_436,1
cand_437,job_437,1
cand_438,job_438,1
cand_439,job_439,1
cand_440,job_440,1
cand_441,job_441,0
cand_442,job_442,1
cand_443,job_443,0
cand_444,job_444,1
cand_445,job_445,0
cand_446,job_446,0
cand_447,job_447,1
cand_448,job_448,0
cand_449,job_449,0
cand_450,job_450,0
cand_451,job_451,0
cand_452,job_452,1
cand_453,job_453,0
cand_454,job_454,0
cand_455,job_455,0
cand_456,job_456,0
cand_457,job_457,1
cand_458,job_458,0
cand_459,job_459,1
cand_460,job_460,0
cand_461,job_461,1
cand_462,job_462,0
cand_463,job_463,1
cand_464,job_464,0
cand_465,job_465,1
cand_466,job_466,1
cand_467,job_467,0
cand_468,job_468,1
cand_469,job_469,0
cand_470,job_470,1
cand_471,job_471,0
cand_472,job_472,0
cand_473,job_473,0
cand_474,job_474,0
cand_475,job_475,1
cand_476,job_476,0
cand_477,job_477,1
cand_478,job_478,1
cand_479,job_479,1
cand_480,job_480,0
cand_481,job_481,1
cand_482,job_482,1
cand_483,job_483,0
cand_484,job_484,1
cand_485,job_485,1
cand_486,job_486,1
cand_487,job_487,1
cand_488,job_488,0
cand_489,job_489,1
cand_490,job_490,0
cand_491,job_491,1
cand_492,job_492,1
cand_493,job_493,1
cand_494,job_494,0
cand_495,job_495,0
cand_496,job_496,1
cand_497,job_497,0
cand_498,job_498,0
cand_499,job_499,0
cand_500,job_500,1
cand_501,job_501,1
cand_502,job_502,0
cand_503,job_503,0
cand_504,job_504,0
cand_505,job_505,1
cand_506,job_506,0
cand_507,job_507,1
cand_508,job_508,0
cand_509,job_509,1
cand_510,job_510,0
cand_511,job_511,0
cand_512,job_512,0
cand_513,job_513,0
cand_514,job_514,1
cand_515,job_515,0
cand_516,job_516,1
cand_517,job_517,1
cand_518,job_518,0
cand_519,job_519,1
cand_520,job_520,0
cand_521,job_521,0
cand_522,job_522,1
cand_523,job_523,0
cand_524,job_524,1
cand_525,job_525,1
cand_526,job_526,0
cand_527,job_527,0
cand_528,job_528,1
cand_529,job_529,0
cand_530,job_530,1
cand_531,job_531,1
cand_532,job_532,0
cand_533,job_533,1
cand_534,job_534,1
cand_535,job_535,1
cand_536,job_536,0
cand_537,job_537,1
cand_538,job_538,0
cand_539,job_539,1
cand_540,job_540,1
cand_541,job_541,0
cand_542,job_542,0
cand_543,job_543,0
cand_544,job_544,1
cand_545,job_545,0
cand_546,job_546,0
cand_547,job_547,0
cand_548,job_548,0
cand_549,job_549,0
cand_550,job_550,0
cand_551,job_551,0
cand_552,job_552,1
cand_553,job_553,0
cand_554,job_554,1
cand_555,job_555,0
cand_556,job_556,1
cand_557,job_557,1
cand_558,job_558,0
cand_559,job_559,0
cand_560,job_560,1
cand_561,job_561,0
cand_562,job_562,0
cand_563,job_563,1
cand_564,job_564,0
cand_565,job_565,0
cand_566,job_566,0
cand_567,job_567,1
cand_568,job_568,1
cand_569,job_569,0
cand_570,job_570,1
cand_571,job_571,0
cand_572,job_572,1
cand_573,job_573,1
cand_574,job_574,1
cand_575,job_575,0
cand_576,job_576,0
cand_577,job_577,0
cand_578,job_578,1
cand_579,job_579,0
cand_580,job_580,0
cand_581,job_581,1
cand_582,job_582,1
cand_583,job_583,1
cand_584,job_584,1
cand_585,job_585,0
cand_586,job_586,1
cand_587,job_587,0
cand_588,job_588,0
cand_589,job_589,1
cand_590,job_590,1
cand_591,job_591,1
cand_592,job_592,0
cand_593,job_593,1
cand_594,job_594,1
cand_595,job_595,0
cand_596,job_596,1
cand_597,job_597,1
cand_598,job_598,0
cand_599,job_599,1
cand_600,job_600,0
cand_601,job_601,1
cand_602,job_602,0
cand_603,job_603,1
cand_604,job_604,1
cand_605,job_605,1
cand_606,job_606,1
cand_607,job_607,0
cand_608,job_608,1
cand_609,job_609,1
cand_610,job_610,0
cand_611,job_611,0
cand_612,job_612,0
cand_613,job_613,0
cand_614,job_614,1
cand_615,job_615,0
cand_616,job_616,0
cand_617,job_617,0
cand_618,job_618,1
cand_619,job_619,0
cand_620,job_620,1
cand_621,job_621,0
cand_622,job_622,1
cand_623,job_623,0
cand_624,job_624,1
cand_625,job_625,0
cand_626,job_626,0
cand_627,job_627,1
cand_628,job_628,0
cand_629,job_629,0
cand_630,job_630,1
cand_631,job_631,0
cand_632,job_632,1
cand_633,job_633,0
cand_634,job_634,1
cand_635,job_635,0
cand_636,job_636,1
cand_637,job_637,0
cand_638,job_638,0
cand_639,job_639,0
cand_640,job_640,1
cand_641,job_641,0
cand_642,job_642,1
cand_643,job_643,0
cand_644,job_644,0
cand_645,job_645,0
cand_646,job_646,1
cand_647,job_647,1
cand_648,job_648,1
cand_649,job_649,1
cand_650,job_650,1
cand_651,job_651,1
cand_652,job_652,1
cand_653,job_653,1
cand_654,job_654,1
cand_655,job_655,0
cand_656,job_656,0
cand_657,job_657,1
cand_658,job_658,0
cand_659,job_659,1
cand_660,job_660,0
cand_661,job_661,0
cand_662,job_662,0
cand_663,job_663,0
cand_664,job_664,1
cand_665,job_665,1
cand_666,job_666,0
cand_667,job_667,0
cand_668,job_668,0
cand_669,job_669,0
cand_670,job_670,0
cand_671,job_671,1
cand_672,job_672,0
cand_673,job_673,0
cand_674,job_674,1
cand_675,job_675,1
cand_676,job_676,0
cand_677,job_677,0
cand_678,job_678,1
cand_679,job_679,0
cand_680,job_680,1
cand_681,job_681,1
cand_682,job_682,1
cand_683,job_683,1
cand_684,job_684,1
cand_685,job_685,0
cand_686,job_686,0
cand_687,job_687,0
cand_688,job_688,0
cand_689,job_689,1
cand_690,job_690,1
cand_691,job_691,1
cand_692,job_692,1
cand_693,job_693,1
cand_694,job_694,1
cand_695,job_695,0
cand_696,job_696,0
cand_697,job_697,0
cand_698,job_698,1
cand_699,job_699,0
cand_700,job_700,1
cand_701,job_701,0
cand_702,job_702,1
cand_703,job_703,1
cand_704,job_704,0
cand_705,job_705,1
cand_706,job_706,0
cand_707,job_707,1
cand_708,job_708,1
cand_709,job_709,1
cand_710,job_710,1
cand_711,job_711,0
cand_712,job_712,0
cand_713,job_713,0
cand_714,job_714,1
cand_715,job_715,0
cand_716,job_716,1
cand_717,job_717,0
cand_718,job_718,1
cand_719,job_719,1
cand_720,job_720,0
cand_721,job_721,1
cand_722,job_722,1
cand_723,job_723,1
cand_724,job_724,1
cand_725,job_725,0
cand_726,job_726,0
cand_727,job_727,0
cand_728,job_728,1
cand_729,job_729,1
cand_730,job_730,0
cand_731,job_731,0
cand_732,job_732,0
cand_733,job_733,1
cand_734,job_734,0
cand_735,job_735,1
cand_736,job_736,1
cand_737,job_737,1
cand_738,job_738,1
cand_739,job_739,0
cand_740,job_740,0
cand_741,job_741,1
cand_742,job_742,0
cand_743,job_743,0
cand_744,job_744,0
cand_745,job_745,0
cand_746,job_746,1
cand_747,job_747,1
cand_748,job_748,1
cand_749,job_749,1
cand_750,job_750,1
cand_751,job_751,1
cand_752,job_752,0
cand_753,job_753,0
cand_754,job_754,0
cand_755,job_755,1
cand_756,job_756,1
cand_757,job_757,0
cand_758,job_758,1
cand_759,job_759,0
cand_760,job_760,0
cand_761,job_761,0
cand_762,job_762,1
cand_763,job_763,1
cand_764,job_764,0
cand_765,job_765,1
cand_766,job_766,1
cand_767,job_767,1
cand_768,job_768,1
cand_769,job_769,1
cand_770,job_770,1
cand_771,job_771,1
cand_772,job_772,1
cand_773,job_773,0
cand_774,job_774,0
cand_775,job_775,0
cand_776,job_776,0
cand_777,job_777,0
cand_778,job_778,0
cand_779,job_779,1
cand_780,job_780,1
cand_781,job_781,1
cand_782,job_782,0
cand_783,job_783,1
cand_784,job_784,0
cand_785,job_785,0
cand_786,job_786,1
cand_787,job_787,1
cand_788,job_788,0
cand_789,job_789,0
cand_790,job_790,1
cand_791,job_791,0
cand_792,job_792,1
cand_793,job_793,1
cand_794,job_794,1
cand_795,job_795,0
cand_796,job_796,1
cand_797,job_797,0
cand_798,job_798,0
cand_799,job_799,1
cand_800,job_800,0
cand_801,job_801,0
cand_802,job_802,0
cand_803,job_803,0
cand_804,job_804,1
cand_805,job_805,0
cand_806,job_806,0
cand_807,job_807,0
cand_808,job_808,0
cand_809,job_809,1
cand_810,job_810,0
cand_811,job_811,1
cand_812,job_812,0
cand_813,job_813,1
cand_814,job_814,1
cand_815,job_815,0
cand_816,job_816,1
cand_817,job_817,0
cand_818,job_818,1
cand_819,job_819,1
cand_820,job_820,1
cand_821,job_821,1
cand_822,job_822,1
cand_823,job_823,1
cand_824,job_824,0
cand_825,job_825,0
cand_826,job_826,1
cand_827,job_827,0
cand_828,job_828,1
cand_829,job_829,0
cand_830,job_830,0
cand_831,job_831,0
cand_832,job_832,0
cand_833,job_833,0
cand_834,job_834,0
cand_835,job_835,1
cand_836,job_836,1
cand_837,job_837,0
cand_838,job_838,1
cand_839,job_839,1
cand_840,job_840,0
cand_841,job_841,1
cand_842,job_842,0
cand_843,job_843,0
cand_844,job_844,0
cand_845,job_845,1
cand_846,job_846,0
cand_847,job_847,1
cand_848,job_848,1
cand_849,job_849,1
cand_850,job_850,0
cand_851,job_851,0
cand_852,job_852,0
cand_853,job_853,1
cand_854,job_854,1
cand_855,job_855,1
cand_856,job_856,0
cand_857,job_857,0
cand_858,job_858,0
cand_859,job_859,1
cand_860,job_860,1
cand_861,job_861,0
cand_862,job_862,1
cand_863,job_863,0
cand_864,job_864,1
cand_865,job_865,0
cand_866,job_866,0
cand_867,job_867,0
cand_868,job_868,0
cand_869,job_869,0
cand_870,job_870,1
cand_871,job_871,0
cand_872,job_872,0
cand_873,job_873,0
cand_874,job_874,0
cand_875,job_875,0
cand_876,job_876,1
cand_877,job_877,1
cand_878,job_878,0
cand_879,job_879,0
cand_880,job_880,0
cand_881,job_881,1
cand_882,job_882,0
cand_883,job_883,1
cand_884,job_884,1
cand_885,job_885,1
cand_886,job_886,1
cand_887,job_887,0
cand_888,job_888,0
cand_889,job_889,0
cand_890,job_890,0
cand_891,job_891,0
cand_892,job_892,1
cand_893,job_893,1
cand_894,job_894,0
cand_895,job_895,1
cand_896,job_896,0
cand_897,job_897,1
cand_898,job_898,1
cand_899,job_899,0
cand_900,job_900,0
cand_901,job_901,0
cand_902,job_902,1
cand_903,job_903,0
cand_904,job_904,0
cand_905,job_905,0
cand_906,job_906,0
cand_907,job_907,0
cand_908,job_908,0
cand_909,job_909,1
cand_910,job_910,0
cand_911,job_911,1
cand_912,job_912,1
cand_913,job_913,1
cand_914,job_914,0
cand_915,job_915,0
cand_916,job_916,1
cand_917,job_917,0
cand_918,job_918,1
cand_919,job_919,1
cand_920,job_920,0
cand_921,job_921,0
cand_922,job_922,1
cand_923,job_923,1
cand_924,job_924,1
cand_925,job_925,0
cand_926,job_926,1
cand_927,job_927,0
cand_928,job_928,0
cand_929,job_929,1
cand_930,job_930,1
cand_931,job_931,1
cand_932,job_932,1
cand_933,job_933,0
cand_934,job_934,0
cand_935,job_935,1
cand_936,job_936,1
cand_937,job_937,1
cand_938,job_938,1
cand_939,job_939,1
cand_940,job_940,0
cand_941,job_941,1
cand_942,job_942,1
cand_943,job_943,1
cand_944,job_944,0
cand_945,job_945,0
cand_946,job_946,1
cand_947,job_947,1
cand_948,job_948,0
cand_949,job_949,0
cand_950,job_950,0
cand_951,job_951,1
cand_952,job_952,0
cand_953,job_953,1
cand_954,job_954,1
cand_955,job_955,1
cand_956,job_956,0
cand_957,job_957,1
cand_958,job_958,0
cand_959,job_959,1
cand_960,job_960,1
cand_961,job_961,0
cand_962,job_962,0
cand_963,job_963,1
cand_964,job_964,1
cand_965,job_965,0
cand_966,job_966,1
cand_967,job_967,1
cand_968,job_968,0
cand_969,job_969,0
cand_970,job_970,1
cand_971,job_971,0
cand_972,job_972,1
cand_973,job_973,1
cand_974,job_974,1
cand_975,job_975,0
cand_976,job_976,1
cand_977,job_977,0
cand_978,job_978,0
cand_979,job_979,0
cand_980,job_980,0
cand_981,job_981,0
cand_982,job_982,1
cand_983,job_983,0
cand_984,job_984,1
cand_985,job_985,1
cand_986,job_986,0
cand_987,job_987,1
cand_988,job_988,1
cand_989,job_989,0
cand_990,job_990,0
cand_991,job_991,0
cand_992,job_992,1
cand_993,job_993,0
cand_994,job_994,1
cand_995,job_995,0
cand_996,job_996,0
cand_997,job_997,0
cand_998,job_998,0
cand_999,job_999,0
cand_1000,job_1000,0
cand_1001,job_1001,0
cand_1002,job_1002,0
cand_1003,job_1003,1
cand_1004,job_1004,0
cand_1005,job_1005,0
cand_1006,job_1006,0
cand_1007,job_1007,0
cand_1008,job_1008,0
cand_1009,job_1009,0
cand_1010,job_1010,1
cand_1011,job_1011,0
cand_1012,job_1012,0
cand_1013,job_1013,1
cand_1014,job_1014,1
cand_1015,job_1015,0
cand_1016,job_1016,1
cand_1017,job_1017,1
cand_1018,job_1018,1
cand_1019,job_1019,1
cand_1020,job_1020,1
cand_1021,job_1021,1
cand_1022,job_1022,1
cand_1023,job_1023,0
cand_1024,job_1024,0
cand_1025,job_1025,0
cand_1026,job_1026,0
cand_1027,job_1027,1
cand_1028,job_1028,1
cand_1029,job_1029,0
cand_1030,job_1030,1
cand_1031,job_1031,1
cand_1032,job_1032,1
cand_1033,job_1033,1
cand_1034,job_1034,1
cand_1035,job_1035,1
cand_1036,job_1036,0
cand_1037,job_1037,1
cand_1038,job_1038,0
cand_1039,job_1039,1
cand_1040,job_1040,0
cand_1041,job_1041,1
cand_1042,job_1042,1
cand_1043,job_1043,0
cand_1044,job_1044,1
cand_1045,job_1045,1
cand_1046,job_1046,0
cand_1047,job_1047,0
cand_1048,job_1048,0
cand_1049,job_1049,0
cand_1050,job_1050,1
cand_1051,job_1051,1
cand_1052,job_1052,0
cand_1053,job_1053,0
cand_1054,job_1054,0
cand_1055,job_1055,0
cand_1056,job_1056,0
cand_1057,job_1057,0
cand_1058,job_1058,1
cand_1059,job_1059,0
cand_1060,job_1060,1
cand_1061,job_1061,1
cand_1062,job_1062,1
cand_1063,job_1063,1
cand_1064,job_1064,1
cand_1065,job_1065,0
cand_1066,job_1066,0
cand_1067,job_1067,1
cand_1068,job_1068,1
cand_1069,job_1069,0
cand_1070,job_1070,1
cand_1071,job_1071,0
cand_1072,job_1072,1
cand_1073,job_1073,1
cand_1074,job_1074,1
cand_1075,job_1075,1
cand_1076,job_1076,1
cand_1077,job_1077,0
cand_1078,job_1078,0
cand_1079,job_1079,1
cand_1080,job_1080,1
cand_1081,job_1081,0
cand_1082,job_1082,1
cand_1083,job_1083,1
cand_1084,job_1084,0
cand_1085,job_1085,0
cand_1086,job_1086,0
cand_1087,job_1087,0
cand_1088,job_1088,0
cand_1089,job_1089,0
cand_1090,job_1090,1
cand_1091,job_1091,0
cand_1092,job_1092,1
cand_1093,job_1093,1
cand_1094,job_1094,0
cand_1095,job_1095,1
cand_1096,job_1096,1
cand_1097,job_1097,0
cand_1098,job_1098,0
cand_1099,job_1099,1
cand_1100,job_1100,1
cand_1101,job_1101,0
cand_1102,job_1102,1
cand_1103,job_1103,0
cand_1104,job_1104,1
cand_1105,job_1105,0
cand_1106,job_1106,1
cand_1107,job_1107,1
cand_1108,job_1108,1
cand_1109,job_1109,1
cand_1110,job_1110,1
cand_1111,job_1111,0
cand_1112,job_1112,1
cand_1113,job_1113,0
cand_1114,job_1114,1
cand_1115,job_1115,0
cand_1116,job_1116,0
cand_1117,job_1117,1
cand_1118,job_1118,0
cand_1119,job_1119,0
cand_1120,job_1120,0
cand_1121,job_1121,1
cand_1122,job_1122,1
cand_1123,job_1123,1
cand_1124,job_1124,1
cand_1125,job_1125,1
cand_1126,job_1126,1
cand_1127,job_1127,0
cand_1128,job_1128,0
cand_1129,job_1129,0
cand_1130,job_1130,1
cand_1131,job_1131,0
cand_1132,job_1132,0
cand_1133,job_1133,1
cand_1134,job_1134,0
cand_1135,job_1135,0
cand_1136,job_1136,1
cand_1137,job_1137,1
cand_1138,job_1138,1
cand_1139,job_1139,0
cand_1140,job_1140,1
cand_1141,job_1141,1
cand_1142,job_1142,1
cand_1143,job_1143,0
cand_1144,job_1144,0
cand_1145,job_1145,0
cand_1146,job_1146,1
cand_1147,job_1147,0
cand_1148,job_1148,0
cand_1149,job_1149,0
cand_1150,job_1150,0
cand_1151,job_1151,1
cand_1152,job_1152,1
cand_1153,job_1153,0
cand_1154,job_1154,1
cand_1155,job_1155,0
cand_1156,job_1156,1
cand_1157,job_1157,1
cand_1158,job_1158,0
cand_1159,job_1159,0
cand_1160,job_1160,1
cand_1161,job_1161,1
cand_1162,job_1162,0
cand_1163,job_1163,0
cand_1164,job_1164,0
cand_1165,job_1165,0
cand_1166,job_1166,0
cand_1167,job_1167,1
cand_1168,job_1168,0
cand_1169,job_1169,1
cand_1170,job_1170,0
cand_1171,job_1171,0
cand_1172,job_1172,0
cand_1173,job_1173,1
cand_1174,job_1174,0
cand_1175,job_1175,1
cand_1176,job_1176,1
cand_1177,job_1177,0
cand_1178,job_1178,0
cand_1179,job_1179,1
cand_1180,job_1180,0
cand_1181,job_1181,1
cand_1182,job_1182,1
cand_1183,job_1183,1
cand_1184,job_1184,0
cand_1185,job_1185,1
cand_1186,job_1186,0
cand_1187,job_1187,0
cand_1188,job_1188,0
cand_1189,job_1189,0
cand_1190,job_1190,0
cand_1191,job_1191,0
cand_1192,job_1192,0
cand_1193,job_1193,1
cand_1194,job_1194,0
cand_1195,job_1195,0
cand_1196,job_1196,1
cand_1197,job_1197,1
cand_1198,job_1198,1
cand_1199,job_1199,0
cand_1200,job_1200,0
cand_1201,job_1201,1
cand_1202,job_1202,1
cand_1203,job_1203,1
cand_1204,job_1204,0
cand_1205,job_1205,0
cand_1206,job_1206,1
cand_1207,job_1207,1
cand_1208,job_1208,1
cand_1209,job_1209,1
cand_1210,job_1210,1
cand_1211,job_1211,1
cand_1212,job_1212,1
cand_1213,job_1213,0
cand_1214,job_1214,1
cand_1215,job_1215,1
cand_1216,job_1216,0
cand_1217,job_1217,0
cand_1218,job_1218,0
cand_1219,job_1219,0
cand_1220,job_1220,1
cand_1221,job_1221,0
cand_1222,job_1222,1
cand_1223,job_1223,0
cand_1224,job_1224,1
cand_1225,job_1225,0
cand_1226,job_1226,0
cand_1227,job_1227,0
